Input,Unit Number,Unit Type,Lesse,Status,City,Depot,Manuf. Year/Month,Manufacturer
crtu4804141,CRTU4804141,RT4Y - Rolltrailer 40' 60 - 80 Ton,"Eastern Car Liner, Ltd.",On Hire,NEA-JP-YOK - Yokohama,Utoc Corporation - 2068,2004/03,Cronos Migration - ROKO
segu9123140,SEGU9123140,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
segu9269108,SEGU9269108,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1538070,CXRU1538070,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,Not Found,-,2014/07,Cronos Migration - TCRC
cxru1304976,CXRU1304976,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
segu9659030,SEGU9659030,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),BOXA Shipping Limited,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2018/11,China International Marine - CQR
segu9994953,SEGU9994953,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
seku9167559,SEKU9167559,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Great White Fleet Corp.,On Hire,CEN-CR-CRC - Costa Rica,Internal Use - Costa Rica - 1864,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crtu0832232,CRTU0832232,HH2D - Half Height 20' 1.85M Or Lower,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NSSC
cxru1382475,CXRU1382475,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
SEGU8118513,SEGU8118513,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,NAE-US-HOU - Houston,Stolt Nielsen USA  Inc - 1873,2019/06,Nantong Tank Container Co Ltd - NTTANK (NTT)
cxtu1026770,CXTU1026770,T11A24 - Tk Un T11 24 Cbm 6 Bar,Suttons International Limited,On Hire,Not Found,-,2012/06,Cronos Migration - NTTK
segu7686294,SEGU7686294,FB4 - 40' Flush Folding Flatrack,Hybur Ltd,On Hire,NAE-US-MIA - Miami,Internal Use - Miami - 1831,2023/05,China International Marine - CIMC NANTONG (NCSE)
segu9423390,SEGU9423390,RW4C-PLE - 40' HCRF Carrier Primeline Edge,CMA CGM,On Hire,ANZ-NZ-QQQ - New Zealand Pier,New Zealand Pier Depot - 9030,2016/11,China International Marine - CIMC TAICANG
gesu8072573,GESU8072573,T11A25 - Tk Un T11 25Cbm 6 Bar,Newport Europe B.V.,On Hire,SAM-BR-SSZ - Santos,Depotrans Containers e Servicos Ltda - 1595,2008/08,China International Marine - CIMC Nantong (NCTE)
cxru1219025,CXRU1219025,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,MCH-CN-SHA - Shanghai,"Sanlly Container Services Co., Ltd. - 3204",2012/12,Cronos Migration - CMQR
crxu8640527,CRXU8640527,T11A25 - Tk Un T11 25Cbm 6 Bar,Goodrich Maritime LLC & Goodrich Su,On Hire,Not Found,-,2007/04,Cronos Migration - NSSC
segu9581902,SEGU9581902,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
seku9245179,SEKU9245179,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,COSIARMA S.P.A.,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2022/01,Dong Fang International Container - QINGDAO (DFQT)
segu9834723,SEGU9834723,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/04,China International Marine - CQR
segu9500916,SEGU9500916,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),COSIARMA S.P.A.,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
seku9087788,SEKU9087788,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),J M BAXI PORTS & LOGISTICS PRIVATE,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
crtu4804183,CRTU4804183,RT4Y - Rolltrailer 40' 60 - 80 Ton,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - ROKO
segu8041860,SEGU8041860,T11A25 - Tk Un T11 25Cbm 6 Bar,"Intermodal Tank Transport (USA), In",Off Hire,NWE-NL-RTM - Rotterdam,Burg Service Bv - 2123,2013/11,CIMC Safeway Technologies Co Ltd - CIMC NANTONG (N
segu9123160,SEGU9123160,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
segu9269129,SEGU9269129,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1305057,CXRU1305057,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Ocean Network Express Pte. Ltd.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
cxru1538090,CXRU1538090,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Hapag-Lloyd AG,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2014/07,Cronos Migration - TCRC
segu9994974,SEGU9994974,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
segu9659050,SEGU9659050,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CJ ICM FZCO,On Hire,NCH-CN-TAO - Qingdao,Qingdao Singamas International - 2780,2018/11,China International Marine - CQR
crtu0832274,CRTU0832274,HH2D - Half Height 20' 1.85M Or Lower,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NSSC
seku9167570,SEKU9167570,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Great White Fleet Corp.,On Hire,CEN-CR-CRC - Costa Rica,Internal Use - Costa Rica - 1864,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1382496,CXRU1382496,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
cxtu1026810,CXTU1026810,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Orica Caribe, S.A.",On Hire,NAE-US-HOU - Houston,Refrigerated Container Service (RCS) - 1200,2012/06,Cronos Migration - NTTK
segu9423419,SEGU9423419,RW4C-PLE - 40' HCRF Carrier Primeline Edge,CMA CGM,On Hire,ANZ-NZ-QQQ - New Zealand Pier,New Zealand Pier Depot - 9030,2016/11,China International Marine - CIMC TAICANG
segu7686334,SEGU7686334,FB4 - 40' Flush Folding Flatrack,Hybur Ltd,On Hire,NAE-US-MIA - Miami,Internal Use - Miami - 1831,2023/05,China International Marine - CIMC NANTONG (NCSE)
SEGU8118555,SEGU8118555,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,NAE-US-HOU - Houston,Stolt Nielsen USA  Inc - 1873,2019/06,Nantong Tank Container Co Ltd - NTTANK (NTT)
gesu8072594,GESU8072594,T11A25 - Tk Un T11 25Cbm 6 Bar,Newport Europe B.V.,On Hire,SAM-BR-SSZ - Santos,Depotrans Containers e Servicos Ltda - 1595,2008/08,China International Marine - CIMC Nantong (NCTE)
cxru1219241,CXRU1219241,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",COSCO (Cayman) Mercury Co. Ltd,Off Hire,SEA-SG-SIN - Singapore,Eng Kong Container Agencies Pte Ltd - 1710,2012/12,Cronos Migration - CMQR
crxu8640548,CRXU8640548,T11A25 - Tk Un T11 25Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60346 LR/2004,Cronos Migration - NSSC
segu9581944,SEGU9581944,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
seku9245190,SEKU9245190,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WDS LOGISTICS LLC,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2022/01,Dong Fang International Container - QINGDAO (DFQT)
segu9834744,SEGU9834744,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/03,China International Marine - CQR
segu9500958,SEGU9500958,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),COSIARMA S.P.A.,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
seku9087807,SEKU9087807,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),SEACOR Island Lines LLC,On Hire,NAE-US-MIA - Miami,Maritime Container Services Inc - 1327,2021/05,China International Marine - CQR
segu8041896,SEGU8041896,T11A25 - Tk Un T11 25Cbm 6 Bar,"Intermodal Tank Transport (USA), In",Off Hire,NWE-NL-RTM - Rotterdam,Burg Service Bv - 2123,2013/11,CIMC Safeway Technologies Co Ltd - CIMC NANTONG (N
segu9123181,SEGU9123181,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
segu9269140,SEGU9269140,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1305099,CXRU1305099,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Great White Fleet Corp.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
segu9994995,SEGU9994995,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2021/01,China International Marine - CIMC TAICANG
segu9659071,SEGU9659071,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2018/11,China International Marine - CQR
crtu0832295,CRTU0832295,HH2D - Half Height 20' 1.85M Or Lower,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NSSC
seku9167590,SEKU9167590,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Great White Fleet Corp.,On Hire,CEN-CR-CRC - Costa Rica,Internal Use - Costa Rica - 1864,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1382515,CXRU1382515,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Sealease N.V.,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
cxru1538125,CXRU1538125,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Hapag-Lloyd AG,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2014/07,Cronos Migration - TCRC
cxtu1026851,CXTU1026851,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 61122 LR/2007,Cronos Migration - NTTK
gesu8072613,GESU8072613,T11A25 - Tk Un T11 25Cbm 6 Bar,Tristar Transport LLC,On Hire,ISC-IN-BOM - Mumbai,Tankpro Services LLP - 2970,2008/08,China International Marine - CIMC Nantong (NCTE)
segu9423430,SEGU9423430,RW4C-PLE - 40' HCRF Carrier Primeline Edge,Sealease N.V.,On Hire,NWE-NL-RTM - Rotterdam,Kramer Distripark Depot (KDD) - 1929,2016/11,China International Marine - CIMC TAICANG
segu7686355,SEGU7686355,FB4 - 40' Flush Folding Flatrack,Hybur Ltd,On Hire,NAE-US-MIA - Miami,Internal Use - Miami - 1831,2023/05,China International Marine - CIMC NANTONG (NCSE)
SEGU8118597,SEGU8118597,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,NAE-US-HOU - Houston,Stolt Nielsen USA  Inc - 1873,2019/06,Nantong Tank Container Co Ltd - NTTANK (NTT)
cxru1219405,CXRU1219405,"RW4D-LXE - 40' RF 9'6"" Daikin LXE10E",Sold,Not Found,Not Found,Not Found,GB/C9389BV/2012,Cronos Migration - CMQR
crxu8640569,CRXU8640569,T11A25 - Tk Un T11 25Cbm 6 Bar,Industria Quimica Anastacio S.A.,Off Hire,SAM-BR-SSZ - Santos,Depotce Deposito de Tank Containers - 1730,2007/04,Cronos Migration - NSSC
segu9581986,SEGU9581986,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),"COSCO Shipping Lines Co., Ltd.",On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (QSCL) - 9754,2017/12,Qidong Singamas Energy Equipment Co Ltd - QIDONG S
seku9245219,SEKU9245219,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,COSIARMA S.P.A.,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2022/01,Dong Fang International Container - QINGDAO (DFQT)
segu9834765,SEGU9834765,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),Ocean Network Express Pte. Ltd.,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2020/03,China International Marine - CQR
segu9500990,SEGU9500990,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),COSIARMA S.P.A.,On Hire,CEN-CR-LIO - Puerto Limon,Universal Serviciosa Contendores SA - 1400,2017/07,China International Marine - CIMC TAICANG
segu8041936,SEGU8041936,T11A25 - Tk Un T11 25Cbm 6 Bar,"Intermodal Tank Transport (USA), In",On Hire,MCH-CN-ZYN - Nantong Manuf,"CIMC Safeway Technologies Co., Ltd - 9741",2013/11,CIMC Safeway Technologies Co Ltd - CIMC NANTONG (N
segu9123200,SEGU9123200,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
cxru1305139,CXRU1305139,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Great White Fleet Corp.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
crtu0832314,CRTU0832314,HH2D - Half Height 20' 1.85M Or Lower,Sold,Not Found,Not Found,Not Found,Not Found,Cronos Migration - NSSC
seku9167625,SEKU9167625,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,Great White Fleet Corp.,On Hire,CEN-CR-CRC - Costa Rica,Internal Use - Costa Rica - 1864,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1382536,CXRU1382536,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
cxtu1026888,CXTU1026888,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 61122 LR/2007,Cronos Migration - NTTK
gesu8072634,GESU8072634,T11A25 - Tk Un T11 25Cbm 6 Bar,Newport Europe B.V.,On Hire,SAM-BR-SSZ - Santos,Depotrans Containers e Servicos Ltda - 1595,2008/08,China International Marine - CIMC Nantong (NCTE)
crxu8640580,CRXU8640580,T11A25 - Tk Un T11 25Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,NAE-US-MSY - New Orleans,Boasso America Corp. - 1347,2007/04,Cronos Migration - NSSC
SEGU8118616,SEGU8118616,T11A26 - Tk Un T11 26Cbm 6 Bar,Stolt Tank Containers Leasing Ltd,On Hire,NAE-US-HOU - Houston,Stolt Nielsen USA  Inc - 1873,2019/06,Nantong Tank Container Co Ltd - NTTANK (NTT)
segu8041978,SEGU8041978,T11A25 - Tk Un T11 25Cbm 6 Bar,"Intermodal Tank Transport (USA), In",Off Hire,NWE-NL-RTM - Rotterdam,Burg Service Bv - 2123,2013/11,CIMC Safeway Technologies Co Ltd - CIMC NANTONG (N
segu9123221,SEGU9123221,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
cxru1382557,CXRU1382557,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
cxru1382578,CXRU1382578,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),CMA CGM,On Hire,Not Found,-,2013/10,Cronos Migration - CIMC
seku9167775,SEKU9167775,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1305437,CXRU1305437,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Great White Fleet Corp.,On Hire,Not Found,-,2013/07,Cronos Migration - CMQR
seku9167796,SEKU9167796,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9245517,SEKU9245517,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),CMA CGM,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2021/12,Dong Fang International Container - QIDONG (DFIC)
segu9269432,SEGU9269432,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1305458,CXRU1305458,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
seku9167815,SEKU9167815,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
seku9245538,SEKU9245538,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),CMA CGM,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2021/12,Dong Fang International Container - QIDONG (DFIC)
segu9269474,SEGU9269474,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
seku9167836,SEKU9167836,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
cxru1305479,CXRU1305479,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
seku9245559,SEKU9245559,RW4D-LXF - 40'HCRF Daikin Zestia LX10F (MGSS),CMA CGM,On Hire,MCH-CN-ZYN - Nantong Manuf,Qidong (DFIC) - 9838,2021/12,Dong Fang International Container - QIDONG (DFIC)
segu9269514,SEGU9269514,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
cxru1305490,CXRU1305490,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),MSC Mediterranean Shipping Company,On Hire,NEA-KR-PUS - Busan,Coolstar Co Ltd - 1075,2013/07,Cronos Migration - CMQR
seku9167857,SEKU9167857,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9269556,SEGU9269556,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
crxu8640912,CRXU8640912,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
seku9167878,SEKU9167878,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9269582,SEGU9269582,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
crxu8640933,CRXU8640933,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
seku9167899,SEKU9167899,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9269601,SEGU9269601,R2C-PL - 20'RF Carr 69NT40-561 PrimeLINE (MGSS),Ocean Network Express Pte. Ltd.,On Hire,MCH-CN-ZYS - Shanghai Manuf,Taicang CIMC Reefer Logistics Equipment - 9752,2015/07,China International Marine - CIMC TAICANG
crxu8640954,CRXU8640954,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
seku9167918,SEKU9167918,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crxu8640975,CRXU8640975,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",On Hire,Not Found,-,2007/04,Cronos Migration - NSSC
seku9088228,SEKU9088228,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Shanghai Jinjiang Shipping (Group),On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
seku9167939,SEKU9167939,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
crxu8640996,CRXU8640996,T11A24 - Tk Un T11 24 Cbm 6 Bar,Sold,Not Found,Not Found,Not Found,GB/C 60954 LR/2007,Cronos Migration - NSSC
seku9088249,SEKU9088249,RW4C-PL - 40'HCRF Carr 69NT40-561 Primeline (MGSS),Shanghai Jinjiang Shipping (Group),On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9763,2021/05,China International Marine - CQR
seku9167950,SEKU9167950,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9123601,SEGU9123601,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
crxu8641014,CRXU8641014,T11A24 - Tk Un T11 24 Cbm 6 Bar,"Daelim Co., Ltd.",On Hire,Not Found,-,2007/04,Cronos Migration - NSSC
seku9167970,SEKU9167970,RW4C-PL5 - 40'HCRF Carr 69NT40-571 Primeline ML5,WAN HAI LINES (SINGAPORE) PTE LTD,On Hire,SCH-CN-ZZS - Shunde Manuf,Guangdong Fuwa Equipment Manufacturing - 9835,2021/11,Guangdong Fuwa Equipment Manufacturing - GUANGDONG
segu9123622,SEGU9123622,RW4CJ - 40'HCRF Carr 69NT40-541 ThinLINE (MGSS),MSC Mediterranean Shipping Company,On Hire,NCH-CN-ZXQ - Qingdao Manuf,Qingdao CIMC Reefer Container - 9503,2013/12,China International Marine - CIMC QINGDAO (QCRC)
